id,name,slug,batch,website,yc_url,location,region,teamSize,oneLiner,github_org,commit_velocity_30d,commit_velocity_90d,acceleration_ratio,active_repos,contributors,commits_per_employee,stabilized_efficiency,total_stars,total_forks,pr_merge_rate,issue_close_rate,founder_linkedin,founder_twitter
29069,HappyRobot,happyrobot,S23,https://happyrobot.ai,https://www.ycombinator.com/companies/happyrobot,"San Francisco, CA, USA",United States of America,80.0,Intelligence that runs your operations. ,happyrobot-ai,6,8,3.0,3,3,0.1,0.89,3,0,0.71,0.0,,
29041,Langdock,langdock,S23,https://langdock.com,https://www.ycombinator.com/companies/langdock,"Berlin, Germany",Germany,22.0,The all-in-one AI platform for companies.,Langdock,6,7,6.0,2,2,0.32,1.49,12,4,0.29,0.0,,
29040,Inventive AI,inventive-ai,S23,https://www.inventive.ai/,https://www.ycombinator.com/companies/inventive-ai,"Mountain View, CA, USA",United States of America,10.0,AI Agents For RFP and Questionnaire Response Automation ,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29026,SyntheticFi,syntheticfi,S23,https://www.syntheticfi.com/,https://www.ycombinator.com/companies/syntheticfi,Unknown,Remote,10.0,Low cost securities-backed lending for financial advisors and HNWI,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29019,Sendblue,sendblue,S23,https://www.sendblue.com,https://www.ycombinator.com/companies/sendblue,"New York, NY, USA",United States of America,50.0,iMessage for Sales,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29001,VectorShift,vectorshift,S23,https://www.vectorshift.ai,https://www.ycombinator.com/companies/vectorshift,Unknown,Unknown,16.0,No-Code Generative AI Automations Platform,vectorshift,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29000,SafetyKit,safetykit,S23,https://www.safetykit.com/,https://www.ycombinator.com/companies/safetykit,"San Francisco, CA, USA",United States of America,10.0,"AI agents for risk, compliance, and safety",safetyKit,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28935,Fortuna Health,fortuna-health,S23,https://fortunahealth.com/,https://www.ycombinator.com/companies/fortuna-health,"New York, NY, USA",United States of America,13.0,TurboTax for Medicaid,fortuna-health,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28932,Respaid,respaid,S23,https://www.respaid.com,https://www.ycombinator.com/companies/respaid,"San Francisco, CA, USA",United States of America,42.0,"Respectful B2B Debt Collection, Powered by AI",Respaid-Inc,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28923,Maven Bio,maven-bio,S23,https://mavenbio.com,https://www.ycombinator.com/companies/maven-bio,"Boston, MA, USA",United States of America,10.0,The AI Platform for Life Sciences Intelligence,MavenBiotechnologies,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28956,Letter AI,letter-ai,S23,https://www.letter.ai,https://www.ycombinator.com/companies/letter-ai,"Chicago, IL, USA",United States of America,12.0,"Empowering B2B sellers with AI-powered training, coaching, and content",letter,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28899,maintouch,maintouch,S23,https://maintouch.com/?utm_source=bookface&utm_medium=social&utm_campaign=profile,https://www.ycombinator.com/companies/maintouch,"New York, NY, USA",United States of America,11.0,Scale SEO and AI SEO from one platform.,maintouch,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28929,Bretton AI,bretton-ai,S23,https://www.bretton.com/,https://www.ycombinator.com/companies/bretton-ai,"San Francisco, CA, USA",United States of America,34.0,"AI agents for financial compliance (AML, KYC and Sanctions)",,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28893,VetRec,vetrec,S23,https://vetrec.io,https://www.ycombinator.com/companies/vetrec,"Seattle, WA, USA",United States of America,25.0,AI Scribe for veterinarians. Saving time and improving patient care.,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28883,Margin,margin,S23,https://usemargin.com/,https://www.ycombinator.com/companies/margin,Unknown,Unknown,10.0,POS & operating system that makes liquor stores more money,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28907,refine,refine,S23,https://refine.dev,https://www.ycombinator.com/companies/refine,"San Francisco, CA, USA",United States of America,10.0,Open-source Retool for enterprise,refinedev,100,100,0.0,1,7,10.0,31.62,34622,2978,0.88,0.2,https://linkedin.com/in/civan-,https://x.com/omerfarukaplak
28864,Outset,outset,S23,https://outset.ai/,https://www.ycombinator.com/companies/outset,"San Francisco, CA, USA",United States of America,30.0,AI-powered user interviews,outset,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28880,FleetWorks,fleetworks,S23,https://fleetworks.ai,https://www.ycombinator.com/companies/fleetworks,"San Francisco, CA, USA",United States of America,20.0,AI enabled marketplace matching trucks with jobs,fleetworks-team,0,0,0.0,0,0,0.0,0.0,0,0,0.8,0.0,,
28844,Alguna,alguna,S23,https://alguna.com,https://www.ycombinator.com/companies/alguna,"San Francisco, CA, USA",United States of America,10.0,AI-Native CPQ & Billing for Modern Pricing Models,alguna-io,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28842,Capi Money,capi-money,S23,https://www.capimoney.com,https://www.ycombinator.com/companies/capi-money,"London, UK",United Kingdom,40.0,Helping businesses in emerging markets make pay their international…,CapiMoney,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28825,Solve Intelligence,solve-intelligence,S23,https://www.solveintelligence.com/,https://www.ycombinator.com/companies/solve-intelligence,Unknown,Unknown,25.0,"AI patent drafting, prosecution, harvesting and more for legal teams.",solveintelligence,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28860,Terminal,terminal,S23,https://www.withterminal.com/,https://www.ycombinator.com/companies/terminal,"Toronto, ON, Canada",Canada,13.0,Plaid for Telematics Data in Commercial Trucking,Terminal,0,0,0.0,0,0,0.0,0.0,119,100,0.94,1.0,,
28845,Campfire,campfire-2,S23,https://meetcampfire.com/,https://www.ycombinator.com/companies/campfire-2,"California St, San Francisco, CA, USA",United States of America,45.0,A modern version of NetSuite,campfirein,197,200,65.67,4,28,4.44,29.81,3579,364,0.93,0.7,https://linkedin.com/in/johnglasgow,
28811,Casca,casca,S23,https://www.cascading.ai/,https://www.ycombinator.com/companies/casca,"San Francisco, CA, USA",United States of America,28.0,Make Banking Magical,casca,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28817,Every,every,S23,https://every.io/,https://www.ycombinator.com/companies/every,Unknown,Remote,12.0,Banking + Payroll/Benefits + Bookkeeping + Tax in one place,every,0,0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,,
28796,Sweetspot,sweetspot,S23,https://www.sweetspot.so/,https://www.ycombinator.com/companies/sweetspot,Unknown,Unknown,10.0,AI for Government Contracting.,sweetspot,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28788,Hyperbound,hyperbound,S23,https://hyperbound.ai,https://www.ycombinator.com/companies/hyperbound,"San Francisco, CA, USA",United States of America,30.0,Revenue Activation Platform,Hyperbound,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28804,Bland AI,bland-ai,S23,https://bland.com,https://www.ycombinator.com/companies/bland-ai,"San Francisco, CA, USA",United States of America,65.0,The enterprise platform for AI phone calls,Bland-AI,0,0,0.0,0,0,0.0,0.0,83,33,0.0,0.0,,
28815,Atla,atla,S23,https://www.atla-ai.com/,https://www.ycombinator.com/companies/atla,"London, UK",United Kingdom,10.0,The improvement engine for AI agents,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28784,Elyos AI,elyos-ai,S23,https://www.elyos.ai/,https://www.ycombinator.com/companies/elyos-ai,"London, UK",United Kingdom,20.0,AI Customer Service Agents for trades and field services,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28777,Twenty,twenty,S23,https://twenty.com,https://www.ycombinator.com/companies/twenty,"San Francisco, CA, USA",United States of America,10.0,Open Source CRM,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28663,kapa.ai,kapa-ai,S23,https://www.kapa.ai,https://www.ycombinator.com/companies/kapa-ai,Unknown,Remote,22.0,The fastest way to build AI assistants on technical content,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28650,Artie,artie,S23,https://www.artie.com/,https://www.ycombinator.com/companies/artie,"San Francisco, CA, USA",United States of America,12.0,Software that streams data from databases to warehouses in real-time,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28589,HockeyStack,hockeystack,S23,https://hockeystack.com,https://www.ycombinator.com/companies/hockeystack,"San Francisco, CA, USA",United States of America,65.0,The operating system for inbound B2B revenue,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28421,Metal,metal-2,W23,http://www.metal.so,https://www.ycombinator.com/companies/metal-2,"Los Angeles, CA, USA",United States of America,21.0,Metal is an AI-driven operating system for fundraising,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28409,LiteLLM,litellm,W23,https://www.litellm.ai/,https://www.ycombinator.com/companies/litellm,Unknown,Unknown,10.0,Call every LLM API like it's OpenAI [100+ LLMs],litellm,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28404,Cercli,cercli,S23,https://www.cercli.com,https://www.ycombinator.com/companies/cercli,Unknown,Remote,22.0,Rippling for Middle East & North Africa,cercli,0,0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,,
28417,Yuma AI,yuma-ai,W23,https://yuma.ai,https://www.ycombinator.com/companies/yuma-ai,"Boston, MA, USA",United States of America,26.0,The AI Support Agent for Ecommerce,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28416,Pierre,pierre,W23,https://pierre.co,https://www.ycombinator.com/companies/pierre,"San Francisco, CA, USA",United States of America,10.0,"Pierre is a new, opinionated, git platform.",pierrecomputer,124,186,2.0,4,11,18.6,58.82,1919,51,0.86,0.67,https://linkedin.com/in/jacob-thornton-13a6a5162,https://x.com/fat
28369,Warp,warp,W23,https://www.joinwarp.com/,https://www.ycombinator.com/companies/warp,"New York, NY, USA",United States of America,30.0,AI-native Employee Management Platform for High-Growth Companies,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28178,Vector,vector,W23,https://vector.co,https://www.ycombinator.com/companies/vector,"Boston, MA, USA",United States of America,20.0,Advertising for the new internet,vector,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28116,Wallbit,wallbit,W23,https://wallbit.io,https://www.ycombinator.com/companies/wallbit,"Buenos Aires, Argentina",Argentina,17.0,Neobank for global remote workers,Wallbit,10,19,1.11,2,2,1.12,4.61,0,0,0.0,0.0,,
28216,Escape,escape,W23,https://escape.tech,https://www.ycombinator.com/companies/escape,"New York, NY, USA",United States of America,29.0,The only DAST that works with modern stack and tests business logic,Escape-Technologies,34,141,0.32,5,8,4.86,26.18,621,53,0.76,0.6,https://linkedin.com/in/tkalos,https://x.com/escapetechhq
28183,Metal,metal,W23,https://metal.ai/,https://www.ycombinator.com/companies/metal,"New York, NY, USA",United States of America,17.0,Institutional Intelligence for Private Equity,metal,0,0,0.0,0,0,0.0,0.0,241,93,0.51,0.57,,
28090,Littio,littio,W23,https://www.littio.co/,https://www.ycombinator.com/companies/littio,"Bogotá, Bogota, Colombia",Colombia,37.0,Dollar banking for people in Latin America,Littio,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28115,Vellum,vellum,W23,https://www.vellum.ai/,https://www.ycombinator.com/companies/vellum,"New York, NY, USA",United States of America,23.0,The AI Product Development Platform,vellum-ai,70,242,0.41,5,7,10.52,50.46,94,31,0.75,0.0,https://linkedin.com/in/akash-sharma53,
28098,Resend,resend,W23,https://resend.com,https://www.ycombinator.com/companies/resend,Unknown,Remote,23.0,Email for developers,resend,12,58,0.26,5,10,2.52,12.09,245,32,0.63,0.2,https://linkedin.com/in/zenorocha,https://x.com/resend
28045,Peeba,peeba,W23,http://peeba.com/,https://www.ycombinator.com/companies/peeba,"Jakarta, Indonesia",Indonesia,30.0,Risk-free wholesale for retailers across Southeast Asia,Peeba-Tech,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28088,Waza,waza,W23,https://waza.co/,https://www.ycombinator.com/companies/waza,"Lagos, Nigeria",Nigeria,28.0,B2B payments platform for emerging markets.,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28007,Milio,milio,W23,http://www.miliopay.com,https://www.ycombinator.com/companies/milio,"Bogotá, Bogota, Colombia",Colombia,16.0,B2B-2C real-time account to account payments,MiliON-Dreams-Studio,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28019,inBuild,inbuild,W23,https://www.inbuild.ai/,https://www.ycombinator.com/companies/inbuild,"Wilmington, DE, USA",United States of America,12.0,Workflow Automation for Construction Finance ,inbuild-ai,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28006,Mantys,mantys,W23,https://www.mantys.io/,https://www.ycombinator.com/companies/mantys,"Bengaluru, Karnataka, India",India,12.0,ARR Reporting and Forecasting for SaaS companies,mantys9,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27982,Clueso,clueso,W23,https://clueso.io,https://www.ycombinator.com/companies/clueso,"Bengaluru, Karnataka, India",India,25.0,Create beautiful videos & docs for any product or process in minutes,CluesoftGameStudios,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
28069,Pylon,pylon-2,W23,https://usepylon.com/?utm_source=bookface&utm_medium=referral&utm_campaign=pylon-profile,https://www.ycombinator.com/companies/pylon-2,"San Francisco, CA, USA",United States of America,70.0,The only customer support platform built for B2B.,pylon,0,0,0.0,0,0,0.0,0.0,56,6,0.9,0.5,,
27968,Alaan,alaan,W23,https://www.alaan.com/,https://www.ycombinator.com/companies/alaan,Dubai - United Arab Emirates,United Arab Emirates,160.0,Modern finance platform for the Middle East,AlaanPay,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27987,Shekel Mobility,shekel-mobility,W23,https://www.shekelmobility.com/,https://www.ycombinator.com/companies/shekel-mobility,"Lagos, Nigeria",Nigeria,18.0,B2B marketplace for Auto Dealers in Africa,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27965,Odigos Technologies Inc.,odigos-technologies-inc,W23,https://odigos.io,https://www.ycombinator.com/companies/odigos-technologies-inc,"Boston, MA, USA",United States of America,16.0,Enterprise-Grade OpenTelemetry,Odigos,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27966,CombineHealth,combinehealth,W23,https://www.combinehealth.ai/,https://www.ycombinator.com/companies/combinehealth,"San Francisco, CA, USA",United States of America,15.0,Automating Healthcare Revenue Cycle Management with AI Workforce,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27957,Infinia,infinia,W23,https://www.infiniaweb.com/,https://www.ycombinator.com/companies/infinia,Unknown,Remote,12.0,Move money programmatically,infiniai-tech,101,133,3.16,2,12,11.08,38.39,1,1,1.0,0.0,https://linkedin.com/in/ianai-urwicz-ab0b932,https://x.com/AleRettig
27961,Hona,hona,W23,https://hona.com,https://www.ycombinator.com/companies/hona,"Orem, UT, USA",United States of America,64.0,The Domino's Pizza Tracker for lawyers and their clients.,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27949,Onshore,onshore,W23,https://onshore.com,https://www.ycombinator.com/companies/onshore,"New York, NY, USA",United States of America,60.0,AI for corporate tax,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27943,Hadrius,hadrius,W23,https://www.hadrius.com,https://www.ycombinator.com/companies/hadrius,"New York, NY, USA",United States of America,51.0,Automating Securities Compliance,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27906,1stCollab,1stcollab,W23,https://1stcollab.com/,https://www.ycombinator.com/companies/1stcollab,"San Francisco, CA, USA",United States of America,11.0,Performance-Optimized Influencer Marketing at Scale,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27896,Truewind,truewind,W23,https://www.trytruewind.com,https://www.ycombinator.com/companies/truewind,"San Francisco, CA, USA",United States of America,30.0,AI-Powered Accounting,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27873,Floworks,floworks,W23,https://floworks.ai/,https://www.ycombinator.com/companies/floworks,"San Francisco, CA, USA",United States of America,20.0,Hire the best AI Sales employees | AI SDR | AI RevOps | AI EA,FloWorks,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27871,Extend,extend,W23,https://www.extend.ai/,https://www.ycombinator.com/companies/extend,"New York, NY, USA",United States of America,20.0,Production-ready document processing,extend,0,0,0.0,0,0,0.0,0.0,122,51,1.0,0.5,,
27862,Bluedot,bluedot,W23,https://thebluedot.co/,https://www.ycombinator.com/companies/bluedot,"San Francisco, CA, USA",United States of America,15.0,Bluedot is a single payment platform for EV drivers and fleets.,bluedot,0,0,0.0,0,0,0.0,0.0,2,1,1.0,0.0,,
27854,Suger,suger,W23,https://www.suger.io/,https://www.ycombinator.com/companies/suger,"San Francisco, CA, USA",United States of America,50.0,"Salesforce for Cloud marketplaces on AWS, Azure, GCP",sugerio,3,3,0.0,1,1,0.06,0.42,0,1,0.69,1.0,,
27881,Inkeep,inkeep,W23,https://inkeep.com,https://www.ycombinator.com/companies/inkeep,"San Francisco, CA, USA",United States of America,17.0,Build AI Agent teammates and automations in code or no-code,inkeep,228,243,15.2,5,19,14.29,58.94,980,103,0.57,0.0,https://linkedin.com/in/edwinngomez,https://x.com/robert_inkeep
27844,Cloudchipr,cloudchipr,W23,https://cloudchipr.com/,https://www.ycombinator.com/companies/cloudchipr,"Berlin, Germany",Germany,25.0,The #1 Actionable FinOps Platform,cloudchipr,7,14,1.0,1,2,0.56,2.8,1,0,0.89,0.0,,
27841,Bujeti,bujeti,W23,https://www.bujeti.com,https://www.ycombinator.com/companies/bujeti,"Lagos, Nigeria",Nigeria,10.0,Corporate cards and expenses management platform for African…,BujetiHQ,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27837,Pirros,pirros,W23,http://pirros.com,https://www.ycombinator.com/companies/pirros,"Los Angeles, CA, USA",United States of America,44.0,Github for Construction,Pirros-io,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27817,JustPaid,justpaid,W23,https://www.justpaid.ai,https://www.ycombinator.com/companies/justpaid,"Mountain View, CA, USA",United States of America,20.0,Billing Automation for B2B that actually works.,JustPaid,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27839,Cosine,cosine,W23,http://www.cosine.sh,https://www.ycombinator.com/companies/cosine,"London, UK",United Kingdom,12.0,Fully Agentic SWE,CosineAI,108,108,0.0,4,4,9.0,31.18,0,0,0.86,0.0,https://linkedin.com/in/alistair-pullen-616129226,https://x.com/yangli_
27811,Tennr,tennr,W23,https://www.tennr.com,https://www.ycombinator.com/companies/tennr,"New York, NY, USA",United States of America,135.0,"Fast, Transparent Patient Experiences",Tennr-Inc,0,0,0.0,0,0,0.0,0.0,0,1,0.75,0.0,,
27838,Flower,flower,W23,https://flower.ai,https://www.ycombinator.com/companies/flower,Unknown,Remote,20.0,Train AI on distributed data,flowersteam,17,27,1.7,5,4,1.35,6.04,277,29,0.94,0.62,,
27813,Omnistrate,omnistrate,W23,http://www.omnistrate.com,https://www.ycombinator.com/companies/omnistrate,"Redwood City, CA, USA",United States of America,15.0,Transform any software to multi-cloud SaaS in minutes not years,omnistrate,8,19,0.73,2,3,1.27,4.91,7,5,1.0,1.0,,
27735,Numeral,numeral,W23,https://www.numeral.com/,https://www.ycombinator.com/companies/numeral,"San Francisco, CA, USA",United States of America,85.0,The AI-native sales tax solution.,gonumeral,0,0,0.0,0,0,0.0,0.0,0,1,1.0,0.0,,
27710,Hammr,hammr,W23,https://www.hammr.com,https://www.ycombinator.com/companies/hammr,"San Francisco, CA, USA",United States of America,10.0,Rippling for the Construction Industry,hammre,0,0,0.0,0,0,0.0,0.0,6,1,0.0,0.0,,
27808,Salient,salient,W23,https://www.trysalient.com,https://www.ycombinator.com/companies/salient,"San Francisco, CA, USA",United States of America,40.0,AI Servicing for Auto Lenders,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27692,Rollstack,rollstack-2,W23,https://www.rollstack.com,https://www.ycombinator.com/companies/rollstack-2,"New York, NY, USA",United States of America,30.0,Automate data-driven slide decks and documents with AI,Rollstack,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27700,Latent,latent,W23,https://latenthealth.com,https://www.ycombinator.com/companies/latent,"San Francisco, CA, USA",United States of America,50.0,Medical language models to automate healthcare operations,latentcat,0,3,0.0,1,1,0.06,0.42,3,1,0.0,0.0,,
27673,Reflex,reflex,W23,https://reflex.dev,https://www.ycombinator.com/companies/reflex,"San Francisco, CA, USA",United States of America,10.0,The operating system for building mission-critical enterprise apps.,reflex,0,0,0.0,0,0,0.0,0.0,80,34,1.0,1.0,,
27667,StackAI,stackai,W23,https://www.stack-ai.com,https://www.ycombinator.com/companies/stackai,"San Francisco, CA, USA",United States of America,55.0,The Enterprise AI Transformation Platform,stackai,0,4,0.0,1,3,0.07,0.54,0,0,0.14,0.0,,
27666,Middleware,middleware,W23,https://www.middleware.io,https://www.ycombinator.com/companies/middleware,"133 Kearny St, San Francisco, CA 94108, USA",United States of America,40.0,AI-based full stack observability platform,Middleware,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27683,Versori,versori,W23,https://www.versori.com/,https://www.ycombinator.com/companies/versori,"Manchester, UK",United Kingdom,16.0,Agentic integrations & automations for enterprise,versori,24,52,0.86,3,5,3.25,13.0,1,4,0.98,0.0,https://linkedin.com/in/sean1brown,
27690,Credal.ai,credal-ai,W23,https://credal.ai,https://www.ycombinator.com/companies/credal-ai,"New York, NY, USA",United States of America,14.0,Connect AI to every tool. Enterprise security built in.,Credal-ai,46,118,0.64,3,16,8.43,31.54,85,9,0.78,0.0,https://linkedin.com/in/ravin-thambapillai-77aa0a11,https://x.com/ravin_tham
27655,Avoca,avoca,W23,https://www.avoca.ai/,https://www.ycombinator.com/companies/avoca,Unknown,Unknown,85.0,AI-powered Sales Agent for Service-Based Industries,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27664,Infisical,infisical,W23,https://infisical.com,https://www.ycombinator.com/companies/infisical,"San Francisco, CA, USA",United States of America,40.0,"Unified platform for secrets, certs, and privileged access management",Infisical,168,339,0.98,5,19,8.47,53.6,25296,1764,0.78,0.15,https://linkedin.com/in/vmatsiiako,https://x.com/infisical
27268,Materee,materee,S22,https://materee.id,https://www.ycombinator.com/companies/materee,"Jakarta, Indonesia",Indonesia,20.0,E-commerce platform for construction materials in Indonesia,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27267,Ping,ping,S22,https://www.letsping.com/,https://www.ycombinator.com/companies/ping,"Buenos Aires, Argentina",Argentina,20.0,The global neo-bank for contractors and freelancers,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27258,AccessOwl,accessowl,S22,https://www.accessowl.io/,https://www.ycombinator.com/companies/accessowl,"Berlin, Germany",Germany,10.0,Managing your Employees' Access to SaaS,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27252,Landeed,landeed,S22,https://www.landeed.com/,https://www.ycombinator.com/companies/landeed,"Hyderabad, Telangana, India",India,35.0,"Landeed is India’s digital infrastructure for property intelligence,…",,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27250,Axle,axle,S22,https://axle.insure,https://www.ycombinator.com/companies/axle,"New York, NY, USA",United States of America,10.0,Universal API for insurance,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27222,Kamion,kamion,S22,https://www.kamion.co,https://www.ycombinator.com/companies/kamion,"Istanbul, Turkey",Turkey,35.0,Uber for Trucks for Turkey,Kamion,0,0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,,
27205,Kashin,kashin,S22,https://kashin.app/,https://www.ycombinator.com/companies/kashin,"Lima, Peru",Peru,45.0,Credit for the emerging economy in Latam,kashin-dev,9,9,0.0,1,3,0.2,1.34,4,2,1.0,0.0,,
27194,REVER,rever,S22,https://itsrever.com/,https://www.ycombinator.com/companies/rever,"Barcelona, Spain",Spain,35.0,Changing the way people buy by giving superpowers to shoppers,reversinglabs,6,22,0.38,5,3,0.63,3.72,8,4,0.96,0.0,,
27166,Wondercraft,wondercraft,S22,https://wondercraft.ai/,https://www.ycombinator.com/companies/wondercraft,"London, UK",United Kingdom,15.0,Create video by chatting to AI,Wondercraft,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27191,AlgoTest,algotest,S22,https://algotest.in,https://www.ycombinator.com/companies/algotest,"Delhi, India",India,28.0,Ecosystem for options trading in India,Algo-Test,0,0,0.0,0,0,0.0,0.0,5,9,1.0,0.0,,
27178,Pump.co,pump-co,S22,https://www.pump.co/,https://www.ycombinator.com/companies/pump-co,"San Francisco, CA, USA",United States of America,75.0,The Costco for cloud is here 🔥🔥,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27164,autone,autone,S22,https://autone.io,https://www.ycombinator.com/companies/autone,"London, UK",United Kingdom,70.0,Inventory management SaaS for Retail & Consumer brands,autonetops,5,20,0.33,2,1,0.29,2.39,0,1,0.0,0.0,,
27142,Invofox,invofox,S22,https://invofox.com,https://www.ycombinator.com/companies/invofox,"Madrid, Spain",Spain,12.0,INVOFOX is the document processing AI for software companies,invofox,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27137,PrimeVault,primevault,S22,https://www.primevault.com,https://www.ycombinator.com/companies/primevault,"San Francisco, CA, USA",United States of America,11.0,Infrastructure powering stablecoin and digital finance,Primevault-Enterprises,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27097,Findly,findly,S22,https://www.findly.ai/join,https://www.ycombinator.com/companies/findly,"London, UK",United Kingdom,11.0,Co-pilot for Business Intelligence,findly,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27162,Oneleet,oneleet,S22,https://www.oneleet.com/?utm_source=yc&utm_medium=bookface,https://www.ycombinator.com/companies/oneleet,Unknown,Remote,50.0,"YC's most popular security compliance platform (SOC 2, ISO 27001,…",Oneleet,5,20,0.33,4,7,0.4,2.83,5,3,0.98,0.0,,
27094,nsave,nsave,S22,https://www.nsave.com,https://www.ycombinator.com/companies/nsave,"London, UK",United Kingdom,20.0,Trusted $€£ accounts abroad for people from unstable economies.,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27152,Firecrawl,firecrawl,S22,https://www.firecrawl.dev,https://www.ycombinator.com/companies/firecrawl,"San Francisco, CA, USA",United States of America,15.0,The web data API for AI,firecrawl,318,336,17.67,5,15,22.4,86.75,93774,6932,0.65,0.32,https://linkedin.com/in/caleb-peffer,https://x.com/firecrawl_dev
27090,CompUp,compup,S22,https://www.compup.io,https://www.ycombinator.com/companies/compup,"Bengaluru, Karnataka, India",India,35.0,Building a compensation graph to help companies optimise people spend,CompupharmLTD,0,0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,,
27086,AiPrise,aiprise,S22,https://aiprise.com/,https://www.ycombinator.com/companies/aiprise,"Santa Clara, CA, USA",United States of America,42.0,AI-powered Global Compliance Platform,AiPrise,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
27052,Quindar,quindar,S22,https://www.quindar.space,https://www.ycombinator.com/companies/quindar,"Denver, CO, USA",United States of America,41.0,The platform to monitor and automate satellite operations,quindarspace,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
